campaign_id,campaign_name,channel,start_date,end_date,total_spent,clicks,impressions,conversions,related_orders
M0369,Campanha veritatis,Instagram,2024-09-25,2024-11-02,30760.73,3944,12097,296,"O007639,O027820,O028637,O023209,O032539,O027470,O045844,O047430,O015225,O013678,O012826,O038626,O029403,O014520,O012545,O001102,O028382,O009973,O004903,O019821,O005147,O060662,O035680,O014791,O011846,O008928,O027145,O025636,O004817,O027490,O067885,O001958,O009958,O036289,O002152,O013184,O036230,O045759,O002762,O037998,O007684,O009254,O020411"
M0370,Campanha ut,Google Ads,2024-09-25,2024-10-03,31859.64,2059,10207,869,"O028384,O023377,O045353,O007954,O039014,O018523,O048731,O064469,O011053,O004878,O031981,O033280,O028873,O048770,O040022,O028491,O015608,O038611,O039992"
M0371,Campanha assumenda,Instagram,2024-12-15,2025-01-02,38955.45,4381,18462,2680,"O066308,O008821"
M0372,Campanha tempore,Google Ads,2024-12-20,2025-02-09,46653.21,94,19971,58,"O040248,O029285,O014524,O004224,O031990,O035644,O014900,O041755,O018005,O002596,O029310,O005115,O034217,O043020,O069527,O019755,O032207,O032582,O015773,O003314,O041239,O008837,O030020,O043209,O030425,O038860,O026874,O024673,O041663,O008416,O034766"
M0373,Campanha corrupti,Email,2025-05-29,2025-07-16,12017.36,3439,11270,277,"O031479,O046247,O024273,O044572"
M0374,Campanha aut,Instagram,2024-08-30,2024-10-08,793.38,4669,8028,1609,"O028306,O034602,O021866,O003267,O041199,O043014,O062179,O029703,O005686,O064516,O024609,O010615,O063678,O024997,O025515,O032135,O041782,O049188,O009870,O036546,O037522,O046245,O035236,O009354,O048820,O024032,O012392,O031184,O006579,O015640,O048768"
M0375,Campanha facere,Google Ads,2025-04-27,2025-05-08,42304.72,3611,14934,3297,"O041886,O063489,O068205,O020569,O026736,O008266,O049416,O011920,O042451,O007256,O032419,O030257,O025883,O043127,O043121,O030251,O010392,O028826,O034111,O020381,O025404,O018341,O040686,O035986,O034355,O015844,O024441,O048790,O027511,O015054,O012108,O010318,O019589,O037240,O019687,O023156,O046941"
M0376,Campanha ipsa,Google Ads,2024-12-30,2025-02-27,36888.71,221,6251,170,"O001947,O062962,O048163,O039137,O009205,O008441,O008436,O008794,O019189,O069815,O047090,O032128,O010974,O045098,O040638,O025560,O006477,O011991,O004609,O029960,O036995,O030740,O046607,O000014,O062013,O033428,O027346,O021757,O031331,O062714,O043993,O010589,O048974,O014651,O048678"
M0377,Campanha expedita,Google Ads,2024-10-14,2024-11-28,17199.55,131,3780,113,"O068461,O013564,O010699,O029886,O036579,O003146,O005073,O044278,O022914"
M0378,Campanha repellendus,Facebook Ads,2025-04-19,2025-05-27,42326.0,3134,17465,2052,"O026223,O003634,O033106,O018055,O026565,O023266,O068783,O035079,O047216,O045046,O062919,O002762,O027648,O040105,O009609,O000938,O039604,O007504,O000228,O066562,O013317,O026394,O060401,O027311,O048750,O068224,O049117,O034384,O029992,O000227"
M0379,Campanha praesentium,Instagram,2025-06-08,2025-06-15,8130.19,3866,15912,3722,"O010785,O040953,O035062,O047608,O049782,O067576,O013654,O004155,O049410,O064825,O017083,O020466,O066660,O047845,O017186,O027727,O029929,O039284,O026208,O034128,O010772,O049269,O008091"
M0380,Campanha provident,Facebook Ads,2025-04-03,2025-05-06,45564.65,3392,6451,1219,"O035484,O031799,O027791,O069564,O049008,O035741,O036106,O005268,O044536,O010188,O019936,O030497,O010376,O064882,O049803,O013514,O068751,O011866,O040836,O028295,O017844,O006132,O047178,O008794,O023487,O037849,O004122,O064236,O048960,O003259,O069819,O032856,O060363,O015655,O040793,O049307,O039527,O066674,O010768,O032608,O008703,O033624,O041106,O001556,O023190"
M0381,Campanha nemo,Google Ads,2025-07-04,2025-08-26,39683.07,4348,6297,3486,"O028981,O040391,O017949,O044838,O067071,O015277,O034773,O000050,O000559,O046210,O040738,O001081,O018199,O027781,O023526,O020977,O003706,O045280,O017459,O019949,O038005,O029870,O035948,O027812,O007742,O065608,O046036,O001788,O034383,O009537,O017384,O011419"
M0382,Campanha alias,Facebook Ads,2025-01-18,2025-01-26,36839.39,1534,10544,210,"O069074,O001090,O006475,O038842,O021376,O068054,O048293,O019072,O007608,O038783,O047644,O026408,O026945,O047576,O013087,O015798"
M0383,Campanha enim,Instagram,2024-11-26,2024-12-12,34172.68,2343,18777,1771,"O016034,O006182,O065229,O044998,O069904,O044474,O028685,O021373,O012310,O065050,O017752,O021495,O044505,O033482,O015559,O034856,O068667,O030467,O005292,O040443,O025644,O023750,O068582,O016704"
M0384,Campanha magnam,Google Ads,2024-08-21,2024-09-30,35791.97,4374,13661,2293,"O037381,O007226,O049543,O017224,O030703,O032857,O003621"
M0385,Campanha eligendi,Facebook Ads,2024-09-14,2024-10-21,15603.04,4135,8682,2065,
M0386,Campanha possimus,Google Ads,2024-10-17,2024-11-09,48661.11,3247,14917,1321,"O067168,O040094,O011505,O028934,O047129,O049384,O034929,O029551,O003244,O066083,O001792,O004868,O037166,O006183,O036872,O028583,O011360,O000308,O067821,O001095,O044895,O060487,O002403,O044965,O038209,O060054,O004400,O000263,O024515,O030555,O023339,O001692,O026228,O017488,O003128"
M0387,Campanha expedita,Facebook Ads,2024-11-30,2024-12-30,7532.15,456,8519,106,"O001665,O011280,O001215,O025951,O017969,O018778,O027024,O028738,O066969,O066548,O039508,O067547"
M0388,Campanha debitis,Instagram,2024-10-06,2024-11-26,49344.94,3819,7920,379,"O039223,O036652,O019640,O045541,O061337,O031196,O005078,O021491,O039047,O025623,O012190,O048118,O012062,O014679,O030701,O046818,O066993,O016964,O029968,O000641,O060990,O030296,O035457,O001870,O010014,O061086,O006809,O040675,O031142,O045505,O021127,O047298,O010226"
M0389,Campanha ipsam,Instagram,2024-11-23,2024-12-27,46551.15,760,1346,165,"O010722,O042478,O049297,O038138,O065500,O033766,O046723,O021991,O018477,O009175,O017326,O062395,O032811,O048933,O021931,O069560,O067088,O002109,O003622,O031841,O020487,O046849,O029588,O003580,O017150,O018490,O021725,O002625,O004295,O018592,O002481,O045502,O044252,O026717,O039506"
M0390,Campanha voluptatum,Facebook Ads,2025-02-23,2025-04-05,11524.11,1511,17435,622,"O009552,O036546,O007704,O005742,O045704,O037302,O013556,O035971,O030768,O027868,O011191,O030496,O007831,O021755,O041755,O039532,O015242,O006048,O044675,O030426,O065395,O028107,O019802,O048832,O065475,O022909,O066754,O062932,O037951,O010878,O038339,O069872,O009438,O001747,O007831,O002997,O014020,O039274,O040815,O042666,O035112,O013359"
M0391,Campanha ex,Google Ads,2025-01-04,2025-01-11,38316.08,4188,6151,2957,"O023410,O034605,O049896,O065797,O005844,O030200,O035828,O060547,O008115,O021087,O066860"
M0392,Campanha consequatur,Instagram,2025-02-20,2025-03-16,9162.57,4050,17180,2750,"O015929,O047791,O022278,O010987,O020466,O035241,O021945,O001234,O049348,O022491,O008617,O037412,O047597,O041680,O035466,O040067,O016989,O001565,O015140,O022978,O025295,O019860,O031822,O047957,O041438,O004483,O001304,O049924,O038190,O029037,O039255,O028303,O065614,O007194,O017272,O027349,O047706,O005064,O014690,O012535,O000451,O010450,O027940,O014817,O038229,O040266,O009170,O026015"
M0393,Campanha maiores,Facebook Ads,2024-10-05,2024-11-27,36608.54,4864,24350,434,"O068863,O012984,O015008,O068292,O022173,O028007,O043017,O035386,O062846,O049522,O066828,O030708,O027961,O064101,O003964,O002680,O012519,O049010,O019637,O036330,O028174,O010542,O069702,O032806,O002768,O010738,O043632,O045240,O010608,O015979,O019111,O013681,O063306"
M0394,Campanha fuga,Email,2024-10-06,2024-10-15,33367.59,3900,9018,2574,"O034569,O027383,O007938,O031961,O034075,O063600,O019573,O028720,O012784,O019866,O060880,O016288,O021766,O008063"
M0395,Campanha atque,Instagram,2024-12-08,2025-02-04,39173.13,1581,20726,600,"O044543,O009846,O008658,O007804,O027087,O030465,O034670,O048761,O013322,O031854,O034737,O028607,O022275,O048396,O027990,O006357,O015614,O011798,O007999"
M0396,Campanha recusandae,Google Ads,2025-02-19,2025-04-02,24192.1,3980,18023,2174,"O022698,O006594,O046366,O033285,O026873,O011144,O005233,O038950,O009428,O061998,O023659,O020982,O061277,O028904,O010236,O067023,O012621,O001358,O038984,O029436,O004636,O035304"
M0397,Campanha nostrum,Google Ads,2024-12-28,2025-02-16,4800.49,4705,23605,563,O046984
M0398,Campanha omnis,Google Ads,2025-03-01,2025-03-18,26603.97,3496,22980,3025,"O034867,O047436,O067498,O026124,O010674,O010175,O066273,O026212,O020797,O002464,O061725,O010308,O047462,O010873,O047509,O064358"
M0399,Campanha iste,Facebook Ads,2025-06-19,2025-07-22,3122.68,419,6844,194,"O047254,O032276,O034133,O040124,O060052,O001737,O032710,O040438,O000944,O022170,O016102,O013345,O005275,O019839,O027642,O029261,O030356,O012912,O064086,O023269,O005724,O000810,O007800,O035667,O025093,O015342,O067154,O024799,O014343,O047093,O013116,O033168,O017852,O003565,O026669,O033863,O016938"
M0400,Campanha dolorum,Email,2025-01-24,2025-01-31,7754.59,4919,15130,2642,"O014181,O045967,O012505,O012572,O062640,O042069,O034009,O027119,O024613,O007779,O066578,O005947,O022323,O015025,O035968,O062789,O062920,O046893,O031902,O045263,O009914,O067791,O021225,O002309,O025423,O044761,O000060,O063799,O062004,O029858,O038185,O039415,O027454,O049832,O046370,O015325,O069657"
M0401,Campanha aperiam,Email,2025-06-05,2025-07-30,6928.63,4588,9548,4111,"O035974,O026278,O029815,O036699,O029636,O036522,O032611,O016906,O069987,O037809,O043095,O013576,O036994,O046133,O038606,O009956,O027844,O046604,O013402,O047427,O007363,O029609,O017835,O041034,O015808,O027347,O031828,O025231,O019204,O011421,O065632"
M0402,Campanha vel,Google Ads,2025-07-10,2025-08-17,15824.2,4731,13698,2190,"O018294,O042475,O014383,O028418,O066758,O027269,O010973,O014475,O015041,O037500,O020638,O040282,O026827,O040023,O013291,O029556,O062748,O025269,O031647,O062552,O026166,O030901,O030707,O044133,O013752,O037029,O008501,O033706,O010070,O063406,O005752,O005386,O013111,O027290,O069826"
M0403,Campanha recusandae,Google Ads,2024-10-01,2024-11-02,29856.36,1909,19140,1297,"O000440,O032496,O001832"
M0404,Campanha at,Email,2024-11-29,2025-01-16,26597.52,4243,5428,150,"O001980,O032807,O028601,O043853,O015691,O037758,O047446,O045652,O045123,O008683,O031635,O043708,O040698,O036669,O036845,O063303,O013235,O003038,O002001,O039520,O017992,O040416,O031186,O031461,O030414,O026289,O037666,O069211,O036238,O061720,O003171"
M0405,Campanha labore,Google Ads,2025-01-29,2025-02-19,42841.81,2098,10812,185,"O002660,O029505,O029737,O032747,O004033,O018618,O047291,O049558,O010914,O034482,O069540,O021129,O066014,O012931,O018432,O006852,O026429,O067250,O005043,O049437,O039305,O026672,O043185,O043687,O049413,O025476,O035625,O066892,O066099,O046904,O035851,O024750,O047591,O042167,O027873,O045435,O014258"
M0406,Campanha tempora,Facebook Ads,2024-12-21,2025-01-15,36753.44,479,17675,94,"O003875,O025535,O041342,O024643,O006410,O029841,O024051,O012215,O023849,O020746,O019448,O015700,O023930,O043356,O069670,O045407,O009894,O000809,O042288,O042839,O000440,O044995,O025714,O043800,O002737,O044974,O003733,O027911"
M0407,Campanha quis,Email,2025-03-27,2025-04-16,9776.78,756,14733,252,"O002929,O001528,O033820,O068038,O037808,O003761,O036002,O005022,O037402,O005945,O013723,O029764,O023513,O016615,O020473,O040989,O018312,O041767,O017871,O018701,O030008,O042347,O012344,O019184,O029052,O006946,O020783,O042322,O062824"
M0408,Campanha ipsa,Email,2025-03-20,2025-05-11,2585.96,2332,18283,2340,"O002212,O039103,O036570,O044668,O021716,O032397,O020314,O003944,O067775,O067092,O024836,O020748,O038795,O002124,O018416,O023473,O032784,O027297,O023222,O003795,O026778,O012780,O015603,O017188,O047723,O045405,O020746,O022423"
M0409,Campanha facere,Google Ads,2024-11-18,2024-12-14,45129.98,3178,18137,2998,"O011271,O060578,O043400,O016988,O068286,O061435,O000126,O033237,O021437,O035623,O013298,O024073,O035113,O011655,O031392,O060822"
M0410,Campanha possimus,Email,2024-12-15,2025-01-15,16597.81,3219,12942,2717,"O067810,O062230,O014575,O065775"
M0411,Campanha consequatur,Instagram,2025-06-27,2025-08-13,3254.32,3326,6392,250,"O029910,O045745,O001406,O060952,O048134,O013083,O043301,O061029,O004246,O037662,O046380,O023933,O020390,O064739,O045646,O029496,O062728,O009812,O039809,O004693,O028511,O007401,O033437,O040382,O044412,O012709,O033502,O013175,O001400,O004937,O061147,O021544,O034859,O039190,O045976,O025954,O037034,O006880,O040201,O001476,O008966,O029056,O069899,O046505,O061023,O006557,O020336,O000116"
M0412,Campanha dignissimos,Facebook Ads,2024-12-17,2025-01-16,10449.2,4727,20070,1725,"O002593,O006195,O068244,O007468"
M0413,Campanha ex,Facebook Ads,2024-12-10,2024-12-30,40445.29,214,15826,187,"O035930,O010435,O031694,O013268,O023237,O009267,O061735,O035688,O010881,O017777,O031735"
M0414,Campanha exercitationem,Facebook Ads,2025-06-28,2025-08-27,44398.51,4632,23786,2728,"O067419,O018073,O018501,O025886,O066988,O047917,O015145,O021467,O033724,O039629,O030375,O025111,O048431,O030346,O038864,O046981,O049839,O066010,O046699"
M0415,Campanha dolor,Google Ads,2024-08-21,2024-09-05,41611.41,4083,14672,816,"O048065,O020288,O041681,O015821,O031623,O007392,O027161,O002697,O037482,O016094,O017866,O002288,O011376,O023255,O002322,O063674,O043178,O010550,O047326,O007437,O019582,O022715,O011232,O030408,O007982,O043847,O003183,O024850,O034404,O028006,O001935,O035253,O039550,O044451,O022801,O038413,O048498"
M0416,Campanha quo,Instagram,2025-01-22,2025-03-02,32831.67,331,13495,204,"O020304,O001138,O036056,O011300,O027228,O007047,O031478,O012702,O027347,O012456,O003358,O027773,O040493,O002549,O028926,O025313,O024473,O035582,O044671,O009359,O009951,O003042,O047486,O032036,O037043,O042261,O042113,O017487,O000077,O007229,O049841,O042585,O029326,O011737,O006780,O024478,O001644,O062021,O004921,O003222,O024250,O017177,O011210,O004236,O013807,O049446,O045756,O001756,O066178"
M0417,Campanha eligendi,Email,2025-03-31,2025-04-21,25738.46,3217,15297,1507,"O044388,O031123,O022241,O012834,O012163,O026501,O026141,O044064,O022100,O019151,O015459,O007899,O000724,O041158,O028403,O016868,O006067,O047395,O027160,O049609,O007030,O034180,O028274,O036844,O040625,O040166,O013268,O001436,O005197,O044203,O037142,O017069,O011375,O065982"
M0418,Campanha qui,Facebook Ads,2024-10-06,2024-11-13,49909.35,453,18973,183,"O011700,O042635,O040509,O000306,O002619,O000873"
M0419,Campanha possimus,Google Ads,2024-11-13,2024-11-22,1440.19,103,15460,79,"O000543,O029428,O019801,O027962,O022356,O003864,O014805,O033820,O068000,O023159,O025606,O031639,O063508,O048493,O046387,O036886,O006917,O068004,O041802,O025691,O032690,O040397,O027166,O026736"
M0420,Campanha illum,Instagram,2025-01-24,2025-03-16,41916.48,4513,16732,3068,"O017793,O007285"
M0421,Campanha neque,Google Ads,2025-06-28,2025-08-25,34822.77,2425,5404,662,"O004034,O039338,O011175,O025189,O013374,O011700,O012100,O029590,O045353"
M0422,Campanha a,Google Ads,2025-05-15,2025-06-02,18024.62,3692,21627,1307,"O041464,O023741,O031419,O044738"
M0423,Campanha molestias,Instagram,2025-05-03,2025-06-10,27995.55,3713,12673,2827,"O017214,O033015,O013172,O006772,O011737,O010624,O041923,O014398,O005321,O040480,O031930,O036403,O023077,O046317,O021417,O027691,O007696,O020169,O065515,O036879,O031463,O003434,O007287"
M0424,Campanha soluta,Facebook Ads,2025-04-02,2025-05-13,15554.84,4880,18093,3318,"O047214,O046076,O033750,O010251,O065836,O027410,O040973,O029176,O029549,O013675,O001883,O029935,O028384,O033156,O010497,O001378,O027095,O046959,O035499,O026428,O031025,O017818,O063609,O025353,O046857,O038330,O023223,O027522,O018166,O028262,O028500,O021328,O008866,O006133,O017581,O047633,O068571,O037220"
M0425,Campanha quisquam,Instagram,2024-09-24,2024-10-21,49106.88,1741,16973,1386,"O044636,O022249,O009753,O025178,O019518,O042176,O003054"
M0426,Campanha itaque,Email,2024-12-25,2025-01-03,34272.33,3106,22366,1299,"O062742,O012135,O012522,O045456,O041571,O069355,O016104,O001159,O009068,O069024,O017832,O024248,O014088,O019816,O026122,O046311,O022094,O015333,O025380,O035959,O016830,O000368,O027818,O030910,O007588,O031485,O033178,O025080,O002767,O006814,O044319"
M0427,Campanha odit,Instagram,2024-10-11,2024-11-08,11218.2,4898,17951,1339,"O001285,O031108,O036344,O038682,O008731,O029278,O029094,O063978,O011851,O001106,O067905,O013620,O006423,O005753,O026848,O002813,O040467,O000613"
M0428,Campanha veniam,Instagram,2025-04-18,2025-05-30,47861.99,1894,15654,205,"O011780,O066961,O060578,O004584,O000531,O018931,O028208,O013463,O048423,O049022,O014868,O005799,O039670,O004115,O004467,O036511,O030586,O035306,O021913,O037767,O013966,O033381,O045387,O000741,O015933,O000581,O007544,O023099,O001596,O024084,O018242,O047364,O035773,O067147,O032923,O001497,O028010,O002407,O067379,O009180,O003761,O000971,O022384"
M0429,Campanha magnam,Facebook Ads,2024-10-04,2024-10-24,24650.75,404,14065,131,"O038759,O024541,O001181,O036580,O063245,O013906,O013994,O029887,O040755,O038362,O036625,O008541,O001453,O049029,O017702,O039073,O027055,O047536,O046994,O032994,O026587,O033287,O017717,O030664,O006131,O044038,O024171,O034666,O063295,O013923,O023048,O016988,O064881,O032796,O048662,O005423,O035378,O031262,O042621,O001647,O007391,O041046,O009117,O017060,O000021,O027432,O046079,O042917,O018255,O005797"
M0430,Campanha molestias,Facebook Ads,2025-01-15,2025-03-10,18102.63,1190,12892,944,"O011258,O038959,O023627,O008191,O045751,O030256,O043421,O006026,O007144,O043933,O020224,O016419,O002787,O009272,O016819,O006052,O037263,O049600,O067183,O043620,O009955,O065780,O000614,O028514,O013130,O045049,O025528,O034943,O022896,O021703,O042852"
M0431,Campanha rerum,Instagram,2024-12-11,2025-01-22,6610.02,604,3578,697,"O002227,O001770,O039384,O020628,O004961,O022108,O004588,O068732,O045764,O037711,O042555"
M0432,Campanha voluptate,Facebook Ads,2025-03-21,2025-04-13,28527.39,82,16275,19,"O064956,O016382,O047583,O005601,O031610,O049288,O013535,O004112,O008340,O043838,O004769,O065482"
M0433,Campanha cupiditate,Facebook Ads,2024-09-08,2024-09-15,21577.57,933,4250,351,"O019157,O027821,O028866,O027846,O066976,O031832,O016167,O063486,O027219,O024822,O026650,O049098,O043204,O036744,O020727,O016305,O030191,O027152,O008360,O065145,O033230,O048600,O003849,O025988,O014237"
M0434,Campanha itaque,Email,2025-03-30,2025-04-16,48718.5,2064,21691,1996,"O027299,O048561,O032781,O015401,O023653,O034989,O036915,O014356,O008626,O035524,O020818,O017317,O001542,O026555,O044329,O041477,O035988,O046400,O005431,O002852,O037557,O007405,O020112,O033585,O010364,O009217,O036023,O010524"
M0435,Campanha atque,Instagram,2025-04-15,2025-06-08,9400.84,3207,4595,1880,"O046071,O029857,O024694,O045375,O049840,O046150,O034379,O039306,O019658,O007785,O068644,O007555,O004886,O027972,O010290,O002756,O025044,O039227,O026707,O045571,O038550,O042131,O033783,O042722,O040283,O009488,O041795,O039795,O048884,O047081,O015270,O026619,O035426,O024933,O028732,O032318,O034636,O005595,O017492,O037589,O012794"
M0436,Campanha provident,Google Ads,2025-02-03,2025-03-27,5476.41,230,16095,89,"O028075,O048014,O036011"
M0437,Campanha ad,Google Ads,2024-09-29,2024-10-04,21439.39,160,4973,52,"O032255,O014072,O021028,O064635,O017895,O043459,O038634,O037906,O009037,O067338,O046865,O010153,O019528,O041614,O048310,O031561,O066241,O064594,O042681,O011725,O027242,O001248,O001992,O067745"
M0438,Campanha dicta,Facebook Ads,2024-11-25,2025-01-18,3833.44,1701,12931,1677,
M0439,Campanha illum,Instagram,2024-09-03,2024-10-10,5557.06,335,3685,24,"O026213,O039974,O001945,O013128,O001963,O065094,O027068,O002498,O008518,O048294,O021491,O029803,O034738,O064077,O008653,O018667,O034417,O036362,O038932,O048758,O033138,O048460,O012523,O003234,O040039,O003801,O012536,O044783,O000389,O028371,O037615,O018835,O026087,O041264,O044472,O021667,O036242,O036777,O040430,O000178,O065938"
M0440,Campanha aliquid,Instagram,2025-06-28,2025-08-13,13176.08,114,15994,70,"O011285,O031903,O013187,O039839,O016056,O037555,O019942,O060111,O000572,O023766,O045906,O032008,O005031,O006410,O005187,O019385,O002984,O016200,O011372,O029425,O048586,O049281,O009623,O039188,O015459,O024051,O047765,O033241,O030803,O010060,O044074,O008057,O003579,O038853,O014806,O065212,O022853,O037344,O008085,O015227,O008762,O028446,O044105,O000272,O027351,O004696,O035516"
M0441,Campanha dolorem,Email,2024-12-04,2025-01-30,22507.13,4052,5585,1777,"O017967,O043073,O023471,O016620,O061500,O040637,O026795,O018421,O017667,O002346,O012392,O001140,O036147,O018428,O068797,O037654,O029498,O031232,O062420,O067754,O011400,O020915,O043488,O036396,O003283,O008452,O019635,O043983,O024940,O044823,O067548,O021597,O008020,O005802,O021264,O066170,O033135,O031051,O037392,O028785,O018749,O039851,O022307,O042900,O026394,O025948,O033932,O035795,O033090,O000995"
M0442,Campanha eum,Google Ads,2024-09-19,2024-10-27,17493.52,3748,19606,1869,"O024963,O046642,O018085,O015195,O014581,O007677,O018570,O031321"
M0443,Campanha rerum,Google Ads,2025-05-19,2025-07-16,13898.31,4725,13287,3903,"O018955,O017205,O036879,O008431,O016419,O019986,O047010,O015988,O009845,O018435,O048895,O049305,O064571,O009355,O013287,O021801,O013493,O067167,O034571,O033264,O044001,O048694,O031206,O013756,O035962,O029176,O062941,O008567,O009073,O067817,O015996,O047011,O028336,O049908,O010152,O006083,O035424"
M0444,Campanha velit,Email,2025-06-22,2025-07-12,17170.02,160,11945,51,"O012363,O024666,O024906,O016916,O040960,O028566,O006256,O006635,O016468,O004103,O014999,O019336,O025313,O030293,O016090,O022247,O006460,O042580,O028883,O015992,O002863,O064834,O003224,O003990,O031662,O048244,O002147,O009595,O039550,O045179,O034808,O002806,O020725,O016070,O016490,O045295,O034149,O027555,O060403,O030652,O021517,O008437,O069124,O043940,O016503"
M0445,Campanha id,Instagram,2025-05-06,2025-05-16,13147.75,2062,15061,2001,"O022180,O039612,O018875,O049409,O042072,O012194,O002290,O029321,O024881,O043406,O046275,O043397,O015631,O068724,O027437,O007887,O033607,O048842,O037839,O013369,O068676,O022562,O003952,O027711"
M0446,Campanha saepe,Facebook Ads,2024-09-28,2024-11-05,31600.89,163,12048,21,"O020188,O028090,O026544,O021391,O004982,O037178,O026712,O061993,O018397,O015810,O038928,O049996,O000791,O004461,O016959,O002049,O018922,O013593,O017789,O030896,O044636,O044106,O037818,O009592,O018687,O000327,O047333,O030148,O011320,O006955,O011357,O038176,O068569,O039432,O001952,O065139,O012316,O008741,O062961,O032210,O017103,O006708,O018500,O020410,O026623,O063425,O062579"
M0447,Campanha consequatur,Email,2025-02-25,2025-04-01,38486.21,2361,13257,894,"O000198,O041348,O018641,O038817,O023558,O001131,O023289,O021315,O034028,O019933,O020395,O005997,O022154,O014552,O021659,O043611,O033256,O002911,O023377,O014440,O000845,O032194,O044861,O026361,O032529,O006803,O015170,O042184,O017074,O030335,O032444,O012995,O018471,O035841,O000987,O020107,O001949,O022324,O028267,O036823,O018488,O034355,O046718"
M0448,Campanha sunt,Email,2025-01-19,2025-03-18,22459.41,4043,23395,1078,"O068065,O018551,O016309"
M0449,Campanha esse,Facebook Ads,2025-03-23,2025-04-16,47471.76,1401,14026,277,"O016712,O005534,O029797,O044595,O019317,O036969,O018944,O009046,O066795,O013942,O037676,O012939,O064134,O027859"
M0450,Campanha qui,Google Ads,2024-10-19,2024-11-02,29963.83,4246,18888,1385,"O048098,O062137,O035153,O019687,O007892,O001702,O035710,O038914,O036746,O015450,O023760,O007458,O041005,O013450,O008526,O028771,O045219,O040331,O000964,O016069,O069974,O009059,O004820,O029102,O043884,O018008,O000734,O035284,O002957,O028153,O009163,O025021,O038870"
M0451,Campanha possimus,Google Ads,2025-01-23,2025-03-03,34689.46,3098,9666,25,"O017915,O033390,O034569,O019920,O031262,O000568,O061842,O002632,O063795,O013084,O043625,O021659,O060042,O037484,O024678,O061922,O020050,O042453,O021903,O035070,O031077,O031681,O013638,O033779,O042010,O020672,O002154,O034651,O042245,O065582,O037707,O066870,O034680,O003644,O028502,O006544,O043784,O020029,O000172,O040556"
M0452,Campanha a,Email,2025-04-18,2025-04-24,40948.3,513,4207,486,"O035190,O032819,O067180,O013859,O043822,O022040,O040033,O013692,O026399,O003398,O060637,O046471,O038406,O044657,O011759,O034501,O036917,O046276,O025557,O061512,O064516,O002623,O061674,O030976,O015693,O011033,O019836,O015726,O005123,O005044,O036745,O069476,O047828,O027994,O019747,O063091"
M0453,Campanha perferendis,Instagram,2025-01-18,2025-02-13,17576.3,4141,14277,3483,O014121
M0454,Campanha asperiores,Facebook Ads,2025-04-07,2025-04-15,24447.91,3947,19680,4029,"O031951,O030142,O013084,O020542,O028113,O014171,O048521,O001428,O019755,O040424,O021105,O016578,O069723,O018832,O061536,O022960,O068493,O023939,O001256,O028565,O047380,O039018,O005591,O040551,O028934,O014374,O017635,O028891,O065231,O009388,O025916,O024487,O007610,O033490,O001010,O017259,O034195,O036322,O002561,O040908,O061064,O030369,O042430,O049671,O030985,O022779,O019916,O065749"
M0455,Campanha temporibus,Instagram,2025-01-22,2025-01-29,26649.65,4350,8961,3782,"O000438,O019177,O049408,O018228,O023646,O061001,O029258,O048468,O034615,O010529,O006231,O014821,O006084,O024693,O030190,O039856,O025369,O046424,O042327"
M0456,Campanha optio,Email,2024-12-08,2025-01-19,45387.94,1321,17771,927,"O040609,O000485,O062259,O023036,O021885,O034810,O008535,O009537,O047689,O039549,O009668,O044852,O044351,O065338,O031955,O005483,O005195,O049936,O067849,O041013,O014412,O029191,O031428,O030641"
M0457,Campanha corrupti,Facebook Ads,2024-08-22,2024-10-07,23496.91,1770,17886,614,"O030269,O042158,O013399,O037334,O012109,O023448,O002743,O039565,O038599,O009524,O034025,O022591,O019781,O008590,O034249,O007308,O066918,O010188"
M0458,Campanha nostrum,Email,2025-02-12,2025-03-26,20755.44,4998,19340,3571,"O039601,O021125,O063503,O047547,O018338,O066002,O062002,O027794,O021145,O019245,O067462,O042933,O018537,O032995,O001993,O037259,O028505,O021516,O024183,O065464,O003632,O000512,O043518,O013219,O041610,O028833,O036917,O005502,O043437,O047185,O013227,O017259,O046324,O034143,O011414,O037709,O061949,O028010,O020523,O033135,O008239,O020782,O042374,O019822,O039667,O043924,O014793,O008543"
M0459,Campanha provident,Google Ads,2025-07-10,2025-07-23,17804.38,4347,14647,3305,"O021036,O065763,O048092,O061383,O002388,O064240,O007555,O011872,O000819,O028733,O010738,O041779,O010025,O000688,O035291,O006007,O023176,O019243,O041115,O047445,O064388,O063690,O004252,O002817,O009773,O063097,O033184,O001658,O009478,O000437,O005495,O049363,O046964,O035562,O043681"
M0460,Campanha atque,Instagram,2024-11-07,2025-01-01,973.79,4872,6229,2673,"O039577,O008203,O019878,O045353,O013902,O029503,O006663,O049788,O024892,O029028,O017199,O019479,O022033,O003397,O021436,O049254,O004865,O035643,O045526,O017501,O041306,O040939,O017814,O027368,O003896,O019818,O062267,O007449,O037530,O002084,O008968,O047547,O063752"
M0461,Campanha magni,Facebook Ads,2024-11-05,2024-12-31,12953.53,4718,22518,770,"O046501,O016710,O004824,O015101,O048975,O035515,O036809,O039523,O018290,O045598,O037671,O044970,O060492,O004469"
M0462,Campanha placeat,Instagram,2025-03-06,2025-04-10,27291.94,1455,19780,1494,"O025107,O039536,O007041"
